chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
NVDA,2024-01-26,580.0000,call,sell,2024-01-19T20:07:37.407184Z,credit,1.00000,limit,,long_call,18.00000000,1.00000
NVDA,2024-01-26,595.0000,call,sell,2024-01-19T20:04:57.522302Z,credit,2.00000,limit,,long_call,9.75000000,2.00000
NVDA,2024-01-26,580.0000,call,buy,2024-01-19T20:01:06.920077Z,debit,4.00000,limit,long_call,,17.30000000,4.00000
NVDA,2024-01-26,595.0000,call,buy,2024-01-19T19:55:57.759623Z,debit,1.00000,limit,long_call,,9.30000000,1.00000
NVDA,2024-01-26,590.0000,call,buy,2024-01-19T19:50:28.146734Z,debit,1.00000,limit,,short_call,11.35000000,1.00000
NVDA,2024-01-26,595.0000,call,sell,2024-01-19T19:33:40.559981Z,credit,1.00000,limit,,long_call,9.10000000,1.00000
NVDA,2024-01-26,590.0000,call,buy,2024-01-19T19:30:18.182989Z,debit,1.00000,limit,,short_call,11.05000000,1.00000
NVDA,2024-01-26,595.0000,call,sell,2024-01-19T19:17:48.919935Z,credit,1.00000,limit,,long_call,9.30000000,1.00000
NVDA,2024-01-26,590.0000,call,buy,2024-01-19T19:15:13.845095Z,debit,1.00000,limit,,short_call,11.95000000,1.00000
NVDA,2024-01-26,590.0000,call,sell,2024-01-19T18:52:36.912622Z,credit,3.00000,limit,short_call,,10.90000000,3.00000
NVDA,2024-01-26,595.0000,call,sell,2024-01-19T18:45:26.101153Z,credit,2.00000,limit,,long_call,9.35000000,2.00000
NVDA,2024-01-26,595.0000,call,buy,2024-01-19T18:35:39.456046Z,debit,5.00000,limit,long_call,,10.00000000,5.00000
NVDA,2024-01-26,585.0000,call,sell,2024-01-19T18:34:45.580907Z,credit,1.00000,limit,,long_call,14.70000000,1.00000
NVDA,2024-01-26,585.0000,call,buy,2024-01-19T18:33:06.734887Z,debit,1.00000,limit,long_call,,14.50000000,1.00000
INTC,2024-01-26,47.0000,call,sell,2024-01-19T18:31:50.172244Z,credit,1.00000,limit,,long_call,2.61000000,1.00000
NVDA,2024-01-26,580.0000,call,sell,2024-01-19T18:31:28.262652Z,credit,1.00000,limit,,long_call,17.40000000,1.00000
NVDA,2024-01-26,580.0000,call,sell,2024-01-19T18:30:29.251534Z,credit,2.00000,limit,,long_call,17.00000000,2.00000
NVDA,2024-01-26,580.0000,call,sell,2024-01-19T18:29:50.039881Z,credit,3.00000,limit,,long_call,17.25000000,3.00000
NVDA,2024-01-26,580.0000,call,buy,2024-01-19T18:24:28.404651Z,debit,6.00000,limit,long_call,,16.90000000,6.00000
INTC,2024-01-26,47.0000,call,sell,2024-01-19T18:19:34.987833Z,credit,1.00000,limit,,long_call,2.53000000,1.00000
INTC,2024-01-26,47.0000,call,sell,2024-01-19T18:17:08.244350Z,credit,4.00000,limit,,long_call,2.54000000,4.00000
INTC,2024-01-26,47.0000,call,buy,2024-01-19T18:00:47.489855Z,debit,6.00000,limit,long_call,,2.50000000,6.00000
AAPL,2024-01-26,185.0000,call,sell,2024-01-19T17:44:13.087285Z,credit,1.00000,limit,,long_call,6.00000000,1.00000
AAPL,2024-01-26,185.0000,call,sell,2024-01-19T17:39:08.711616Z,credit,1.00000,limit,,long_call,6.10000000,1.00000
AAPL,2024-01-26,185.0000,call,sell,2024-01-19T17:36:21.984254Z,credit,2.00000,limit,,long_call,6.05000000,2.00000
AAPL,2024-01-26,185.0000,call,buy,2024-01-19T17:33:24.179743Z,debit,4.00000,limit,long_call,,5.95000000,4.00000
NVDA,2024-02-02,640.0000,call,sell,2024-01-19T17:30:35.135181Z,credit,2.00000,limit,,long_call,3.40000000,2.00000
NVDA,2024-02-02,640.0000,call,sell,2024-01-19T17:11:53.569062Z,credit,6.00000,limit,,long_call,2.80000000,6.00000
NVDA,2024-02-02,620.0000,call,buy,2024-01-19T17:05:02.042750Z,debit,3.00000,limit,,short_call,6.15000000,3.00000
NVDA,2024-01-26,585.0000,call,buy,2024-01-19T17:03:31.491658Z,debit,2.00000,limit,,short_call,12.45000000,2.00000
NVDA,2024-01-26,585.0000,call,sell,2024-01-19T16:57:04.101628Z,credit,2.00000,limit,short_call,,10.90000000,2.00000
NVDA,2024-02-02,620.0000,call,buy,2024-01-19T16:56:01.372695Z,debit,5.00000,limit,,short_call,5.30000000,5.00000
AMD,2024-01-19,170.0000,put,sell,2024-01-18T14:57:29.874515Z,credit,2.00000,limit,,long_put,4.95000000,2.00000
AMD,2024-01-19,170.0000,put,buy,2024-01-18T14:55:36.649362Z,debit,2.00000,limit,long_put,,4.80000000,2.00000
AMD,2024-01-26,162.5000,call,sell,2024-01-18T14:47:00.754368Z,credit,2.00000,limit,,long_call,8.10000000,2.00000
AMD,2024-02-02,190.0000,call,sell,2024-01-18T14:45:20.851810Z,credit,2.00000,limit,,long_call,2.12000000,2.00000
AMD,2024-02-02,190.0000,call,sell,2024-01-18T14:44:00.803428Z,credit,2.00000,limit,,long_call,2.16000000,2.00000
AMD,2024-01-26,162.5000,call,sell,2024-01-18T14:43:17.055009Z,credit,4.00000,limit,,long_call,8.10000000,4.00000
AMD,2024-02-02,190.0000,call,sell,2024-01-18T14:41:08.050836Z,debit,3.00000,limit,,short_call_spread,3.25000000,3.00000
AMD,2024-02-02,175.0000,call,buy,2024-01-18T14:41:08.050836Z,debit,3.00000,limit,,short_call_spread,3.25000000,3.00000
AMD,2024-01-26,162.5000,call,buy,2024-01-18T14:40:40.755271Z,debit,4.00000,limit,long_call,,7.45000000,4.00000
AMD,2024-01-26,162.5000,call,buy,2024-01-18T14:38:08.333594Z,debit,2.00000,limit,long_call,,6.70000000,2.00000
AMD,2024-02-02,175.0000,call,buy,2024-01-18T14:36:01.081151Z,debit,4.00000,limit,,short_call,4.50000000,4.00000
AMD,2024-02-02,190.0000,call,buy,2024-01-16T16:31:32.479537Z,credit,7.00000,limit,short_call_spread,,1.61000000,7.00000
AMD,2024-02-02,175.0000,call,sell,2024-01-16T16:31:32.479537Z,credit,7.00000,limit,short_call_spread,,1.61000000,7.00000
NVDA,2024-02-02,640.0000,call,buy,2024-01-16T16:01:33.735614Z,credit,4.00000,limit,short_call_spread,,1.53000000,4.00000
NVDA,2024-02-02,620.0000,call,sell,2024-01-16T16:01:33.735614Z,credit,4.00000,limit,short_call_spread,,1.53000000,4.00000
AMD,2024-01-19,155.0000,call,sell,2024-01-16T15:59:52.147575Z,credit,2.00000,limit,,long_call,5.60000000,2.00000
AMD,2024-01-19,155.0000,call,sell,2024-01-16T15:58:25.138571Z,credit,2.00000,limit,,long_call,5.55000000,2.00000
AMD,2024-01-19,155.0000,call,sell,2024-01-16T15:56:40.537905Z,credit,6.00000,limit,,long_call,5.55000000,6.00000
AMD,2024-01-19,155.0000,call,sell,2024-01-16T15:55:48.807452Z,credit,6.00000,limit,,long_call,5.40000000,6.00000
AMD,2024-01-19,155.0000,call,buy,2024-01-16T15:52:26.335767Z,debit,16.00000,limit,long_call,,5.50000000,16.00000
NVDA,2024-01-26,542.5000,put,buy,2024-01-16T15:40:00.018366Z,debit,6.00000,limit,,short_put_spread,2.82000000,6.00000
NVDA,2024-01-26,527.5000,put,sell,2024-01-16T15:40:00.018366Z,debit,6.00000,limit,,short_put_spread,2.82000000,6.00000
NVDA,2024-02-02,640.0000,call,buy,2024-01-16T15:39:10.587288Z,credit,4.00000,limit,short_call_spread,,1.25000000,4.00000
NVDA,2024-02-02,620.0000,call,sell,2024-01-16T15:39:10.587288Z,credit,4.00000,limit,short_call_spread,,1.25000000,4.00000
AMD,2024-01-19,157.5000,call,sell,2024-01-16T15:35:42.970362Z,credit,1.00000,limit,,long_call,2.97000000,1.00000
AMD,2024-01-19,157.5000,call,sell,2024-01-16T15:34:23.943744Z,credit,2.00000,limit,,long_call,2.92000000,2.00000
AMD,2024-01-19,157.5000,call,buy,2024-01-16T15:32:21.164047Z,debit,3.00000,limit,long_call,,2.88000000,3.00000
TSLA,2024-02-02,200.0000,call,sell,2024-01-16T15:28:58.137963Z,credit,1.00000,limit,,long_call,26.65000000,1.00000
TSLA,2024-02-02,200.0000,call,sell,2024-01-16T15:17:45.191409Z,credit,1.00000,limit,,long_call,26.05000000,1.00000
AMD,2024-01-26,149.0000,call,sell,2024-01-16T15:17:04.335616Z,credit,5.00000,limit,,long_call,8.95000000,5.00000
TSLA,2024-02-02,200.0000,call,buy,2024-01-16T15:11:44.729048Z,debit,2.00000,limit,long_call,,25.65000000,2.00000
AMD,2024-01-26,149.0000,call,buy,2024-01-16T15:10:12.200158Z,debit,5.00000,limit,long_call,,7.95000000,5.00000
NVDA,2024-01-26,542.5000,put,sell,2024-01-16T14:56:59.841108Z,credit,6.00000,limit,short_put_spread,,3.60000000,6.00000
NVDA,2024-01-26,527.5000,put,buy,2024-01-16T14:56:59.841108Z,credit,6.00000,limit,short_put_spread,,3.60000000,6.00000
NVDA,2024-01-26,545.0000,call,sell,2024-01-16T14:53:38.508749Z,credit,1.00000,limit,,long_call,20.60000000,1.00000
NVDA,2024-01-19,545.0000,call,sell,2024-01-16T14:49:05.683141Z,credit,1.00000,limit,,long_call,16.35000000,1.00000
NVDA,2024-01-26,545.0000,call,sell,2024-01-16T14:47:24.022081Z,credit,1.00000,limit,,long_call,20.30000000,1.00000
NVDA,2024-01-19,545.0000,call,sell,2024-01-16T14:43:48.033309Z,credit,1.00000,limit,,long_call,15.15000000,1.00000
NVDA,2024-01-19,545.0000,call,buy,2024-01-16T14:36:42.874594Z,debit,2.00000,limit,long_call,,16.65000000,2.00000
NVDA,2024-01-26,545.0000,call,buy,2024-01-16T14:36:08.868423Z,debit,2.00000,limit,long_call,,21.10000000,2.00000
TSLA,2024-02-16,210.0000,put,buy,2024-01-16T14:33:28.121130Z,debit,2.00000,limit,,short_put_spread,5.40000000,2.00000
TSLA,2024-02-16,195.0000,put,sell,2024-01-16T14:33:28.121130Z,debit,2.00000,limit,,short_put_spread,5.40000000,2.00000
TSLA,2024-02-16,195.0000,put,sell,2024-01-16T14:32:59.848460Z,credit,3.00000,limit,,long_put,5.35000000,3.00000
TSLA,2024-02-16,210.0000,put,buy,2024-01-12T17:46:55.604175Z,debit,3.00000,limit,,short_put,8.50000000,3.00000
NVDA,2024-01-19,467.5000,put,sell,2024-01-10T13:51:31.130197Z,debit,3.00000,limit,,short_put_spread,0.29000000,3.00000
NVDA,2024-01-19,482.5000,put,buy,2024-01-10T13:51:31.130197Z,debit,3.00000,limit,,short_put_spread,0.29000000,3.00000
NVDA,2024-01-19,500.0000,call,sell,2024-01-08T15:44:57.319206Z,credit,1.00000,limit,,long_call,20.10000000,1.00000
NVDA,2024-01-19,467.5000,put,buy,2024-01-08T14:51:47.776452Z,credit,3.00000,limit,short_put_spread,,1.67000000,3.00000
NVDA,2024-01-19,482.5000,put,sell,2024-01-08T14:51:47.776452Z,credit,3.00000,limit,short_put_spread,,1.67000000,3.00000
NVDA,2024-01-19,500.0000,call,buy,2024-01-08T14:49:51.060013Z,debit,1.00000,limit,long_call,,18.65000000,1.00000
ADBE,2024-01-12,585.0000,put,sell,2024-01-08T14:44:27.952961Z,credit,2.00000,limit,,long_put,17.35000000,2.00000
NVDA,2024-02-16,425.0000,put,buy,2024-01-06T12:16:57.561721Z,debit,6.00000,limit,,short_put_spread,0.82000000,6.00000
NVDA,2024-02-16,410.0000,put,sell,2024-01-06T12:16:57.561721Z,debit,6.00000,limit,,short_put_spread,0.82000000,6.00000
TSLA,2024-01-19,257.5000,put,sell,2024-01-06T12:16:35.425189Z,credit,2.00000,limit,,long_put,22.75000000,2.00000
ADBE,2024-01-12,585.0000,put,buy,2024-01-03T15:25:58.691264Z,debit,2.00000,limit,long_put,,16.40000000,2.00000
TSLA,2024-01-19,257.5000,put,buy,2024-01-03T15:22:50.925698Z,debit,2.00000,limit,long_put,,22.60000000,2.00000
TSLA,2024-01-05,270.0000,put,sell,2023-12-28T14:55:53.106450Z,credit,2.00000,limit,,long_put,12.90000000,2.00000
TSLA,2024-01-05,270.0000,put,buy,2023-12-28T14:54:32.467258Z,debit,2.00000,limit,long_put,,12.50000000,2.00000
TSLA,2023-12-29,270.0000,put,sell,2023-12-28T14:48:30.204801Z,credit,1.00000,limit,,long_put,7.30000000,1.00000
TSLA,2023-12-29,270.0000,put,sell,2023-12-28T14:47:05.457741Z,credit,1.00000,limit,,long_put,6.60000000,1.00000
TSLA,2023-12-29,270.0000,put,buy,2023-12-28T14:38:27.183212Z,debit,2.00000,limit,long_put,,7.60000000,2.00000
TSLA,2024-01-05,250.0000,call,sell,2023-12-28T14:37:10.599326Z,credit,1.00000,limit,,long_call,16.00000000,1.00000
TSLA,2024-01-05,250.0000,call,buy,2023-12-28T14:34:27.549795Z,debit,1.00000,limit,long_call,,16.70000000,1.00000
NVDA,2024-02-16,410.0000,put,buy,2023-12-27T15:48:50.089148Z,credit,6.00000,limit,short_put_spread,,1.60000000,6.00000
NVDA,2024-02-16,425.0000,put,sell,2023-12-27T15:48:50.089148Z,credit,6.00000,limit,short_put_spread,,1.60000000,6.00000
TSLA,2024-01-05,260.0000,call,sell,2023-12-27T15:10:22.495021Z,credit,1.00000,limit,,long_call,9.55000000,1.00000
TSLA,2024-01-05,260.0000,call,sell,2023-12-27T15:08:12.738975Z,credit,1.00000,limit,,long_call,9.60000000,1.00000
TSLA,2024-01-05,260.0000,call,sell,2023-12-27T15:07:08.920244Z,credit,1.00000,limit,,long_call,9.60000000,1.00000
TSLA,2024-01-05,260.0000,call,buy,2023-12-27T15:00:11.382865Z,debit,3.00000,limit,long_call,,9.45000000,3.00000
META,2024-01-05,350.0000,call,sell,2023-12-27T14:57:11.408574Z,credit,1.00000,limit,,long_call,11.05000000,1.00000
META,2024-01-05,350.0000,call,buy,2023-12-27T14:37:10.287889Z,debit,1.00000,limit,long_call,,11.75000000,1.00000
ROKU,2023-12-29,90.0000,call,sell,2023-12-27T14:35:58.045950Z,credit,2.00000,limit,,long_call,5.40000000,2.00000
INTC,2024-02-16,40.0000,call,sell,2023-12-27T14:34:23.918237Z,credit,1.00000,limit,,long_call,11.20000000,1.00000
ROKU,2023-12-29,90.0000,call,buy,2023-12-26T19:14:26.583212Z,debit,2.00000,limit,long_call,,5.60000000,2.00000
TSLA,2024-02-16,195.0000,put,buy,2023-12-26T19:12:46.724799Z,credit,5.00000,limit,short_put_spread,,1.54000000,5.00000
TSLA,2024-02-16,210.0000,put,sell,2023-12-26T19:12:46.724799Z,credit,5.00000,limit,short_put_spread,,1.54000000,5.00000
INTC,2024-02-16,40.0000,call,buy,2023-12-26T19:10:31.857610Z,debit,1.00000,limit,long_call,,10.80000000,1.00000
ADBE,2024-01-05,625.0000,call,buy,2023-12-26T19:08:50.423158Z,debit,7.00000,limit,,short_call_spread,1.70000000,7.00000
ADBE,2024-01-05,655.0000,call,sell,2023-12-26T19:08:50.423158Z,debit,7.00000,limit,,short_call_spread,1.70000000,7.00000
ADBE,2024-01-05,625.0000,call,sell,2023-12-21T20:57:36.302150Z,credit,7.00000,limit,short_call_spread,,2.99000000,7.00000
ADBE,2024-01-05,655.0000,call,buy,2023-12-21T20:57:36.302150Z,credit,7.00000,limit,short_call_spread,,2.99000000,7.00000
NVDA,2023-12-29,487.5000,put,sell,2023-12-21T20:18:57.548777Z,credit,1.00000,limit,,long_put,8.55000000,1.00000
NVDA,2023-12-29,487.5000,put,sell,2023-12-21T15:01:18.900800Z,credit,1.00000,limit,,long_put,9.05000000,1.00000
NVDA,2023-12-29,455.0000,put,sell,2023-12-21T14:58:21.349378Z,credit,6.00000,limit,,long_put,1.12000000,6.00000
NVDA,2023-12-22,492.5000,put,sell,2023-12-21T14:54:39.069750Z,credit,1.00000,limit,,long_put,7.10000000,1.00000
TSLA,2023-12-29,222.5000,put,buy,2023-12-21T14:50:50.292719Z,debit,11.00000,limit,,short_put_spread,0.10000000,11.00000
TSLA,2023-12-29,217.5000,put,sell,2023-12-21T14:50:50.292719Z,debit,11.00000,limit,,short_put_spread,0.10000000,11.00000
NVDA,2023-12-22,492.5000,put,buy,2023-12-21T14:47:47.437637Z,debit,1.00000,limit,long_put,,8.20000000,1.00000
NVDA,2023-12-29,455.0000,put,sell,2023-12-21T14:43:14.135974Z,debit,6.00000,limit,,short_put_spread,2.10000000,6.00000
NVDA,2023-12-29,470.0000,put,buy,2023-12-21T14:43:14.135974Z,debit,6.00000,limit,,short_put_spread,2.10000000,6.00000
NVDA,2023-12-29,487.5000,put,buy,2023-12-21T14:41:23.328798Z,debit,2.00000,limit,long_put,,9.15000000,2.00000
NVDA,2023-12-29,470.0000,put,buy,2023-12-21T14:35:10.724509Z,debit,6.00000,limit,,short_put,2.74000000,6.00000
NVDA,2023-12-29,470.0000,put,sell,2023-12-18T17:40:49.187885Z,credit,12.00000,limit,short_put_spread,,1.29000000,12.00000
NVDA,2023-12-29,455.0000,put,buy,2023-12-18T17:40:49.187885Z,credit,12.00000,limit,short_put_spread,,1.29000000,12.00000
TSLA,2024-01-05,295.0000,call,sell,2023-12-18T15:23:04.429905Z,credit,2.00000,limit,,long_call,1.73000000,2.00000
TSLA,2024-01-05,295.0000,call,sell,2023-12-18T15:20:24.901892Z,credit,9.00000,limit,,long_call,1.77000000,9.00000
TSLA,2024-01-05,280.0000,call,buy,2023-12-18T15:17:11.845077Z,debit,2.00000,limit,,short_call,3.75000000,2.00000
TSLA,2024-01-05,280.0000,call,buy,2023-12-18T15:15:50.172160Z,debit,5.00000,limit,,short_call,3.75000000,5.00000
TSLA,2024-01-05,280.0000,call,buy,2023-12-15T21:00:29.456880Z,debit,4.00000,limit,,short_call,3.05000000,4.00000
TSLA,2024-01-05,295.0000,call,buy,2023-12-15T19:02:44.230817Z,credit,11.00000,limit,short_call_spread,,1.45000000,11.00000
TSLA,2024-01-05,280.0000,call,sell,2023-12-15T19:02:44.230817Z,credit,11.00000,limit,short_call_spread,,1.45000000,11.00000
TSLA,2023-12-29,230.0000,call,sell,2023-12-15T19:01:23.259014Z,credit,1.00000,limit,,long_call,23.10000000,1.00000
TSLA,2023-12-29,230.0000,call,buy,2023-12-15T17:41:46.665806Z,debit,1.00000,limit,long_call,,24.50000000,1.00000
META,2023-12-29,325.0000,call,sell,2023-12-14T14:55:55.807831Z,credit,1.00000,limit,,long_call,11.35000000,1.00000
TSLA,2023-12-29,222.5000,put,sell,2023-12-14T14:51:46.849817Z,credit,11.00000,limit,short_put_spread,,0.45000000,11.00000
TSLA,2023-12-29,217.5000,put,buy,2023-12-14T14:51:46.849817Z,credit,11.00000,limit,short_put_spread,,0.45000000,11.00000
META,2023-12-29,325.0000,call,buy,2023-12-14T14:49:14.365057Z,debit,1.00000,limit,long_call,,12.70000000,1.00000
NFLX,2023-12-15,525.0000,call,buy,2023-11-28T19:51:03.651422Z,credit,5.00000,limit,short_call_spread,,0.49000000,5.00000
NFLX,2023-12-15,515.0000,call,sell,2023-11-28T19:51:03.651422Z,credit,5.00000,limit,short_call_spread,,0.49000000,5.00000
TSLA,2023-10-06,230.0000,call,sell,2023-09-18T14:10:14.730604Z,credit,1.00000,limit,,long_call,40.00000000,1.00000
NVDA,2023-09-22,420.0000,call,sell,2023-09-14T18:18:26.006172Z,credit,1.00000,limit,,long_call,33.70000000,1.00000
NVDA,2023-09-22,420.0000,call,sell,2023-09-14T18:13:19.323402Z,credit,1.00000,limit,,long_call,33.60000000,1.00000
NVDA,2023-09-22,420.0000,call,buy,2023-09-13T19:39:56.483152Z,debit,2.00000,limit,long_call,,37.05000000,2.00000
TSLA,2023-09-15,280.0000,call,buy,2023-09-13T19:36:46.697636Z,debit,1.00000,limit,,short_call,1.12000000,1.00000
TSLA,2023-09-15,280.0000,call,sell,2023-09-13T16:44:40.457633Z,credit,1.00000,limit,short_call,,1.37000000,1.00000
TSLA,2023-09-15,270.0000,call,buy,2023-09-13T16:42:54.956740Z,debit,1.00000,limit,,short_call,4.90000000,1.00000
AMZN,2023-09-15,140.0000,call,sell,2023-09-13T16:40:17.763431Z,credit,3.00000,limit,,long_call,4.30000000,3.00000
TSLA,2023-09-15,275.0000,put,sell,2023-09-13T16:35:49.468849Z,credit,1.00000,limit,,long_put,6.20000000,1.00000
AMZN,2023-09-15,140.0000,call,buy,2023-09-13T14:46:30.121408Z,debit,3.00000,limit,long_call,,3.85000000,3.00000
TSLA,2023-09-15,275.0000,put,buy,2023-09-13T14:15:54.109768Z,debit,1.00000,limit,long_put,,8.55000000,1.00000
TSLA,2023-09-15,270.0000,call,sell,2023-09-13T14:15:18.273761Z,credit,1.00000,limit,short_call,,3.95000000,1.00000
TSLA,2023-09-22,250.0000,call,sell,2023-09-13T13:49:38.139426Z,credit,1.00000,limit,,long_call,24.80000000,1.00000
TSLA,2023-10-06,230.0000,call,buy,2023-09-12T14:05:13.375114Z,debit,1.00000,limit,long_call,,50.00000000,1.00000
AMZN,2023-09-15,140.0000,call,sell,2023-09-12T13:56:24.000968Z,credit,1.00000,limit,,long_call,2.90000000,1.00000
TSLA,2023-09-22,250.0000,call,buy,2023-09-12T13:54:10.159808Z,debit,1.00000,limit,long_call,,27.65000000,1.00000
AMZN,2023-09-15,140.0000,call,sell,2023-09-11T19:59:14.899838Z,credit,1.00000,limit,,long_call,3.80000000,1.00000
AMZN,2023-09-15,140.0000,call,sell,2023-09-11T19:57:37.909506Z,credit,1.00000,limit,,long_call,3.70000000,1.00000
AMZN,2023-09-15,140.0000,call,buy,2023-09-11T19:38:39.328093Z,debit,3.00000,limit,long_call,,4.20000000,3.00000
TSLA,2023-09-22,267.5000,call,sell,2023-09-11T19:15:02.782621Z,credit,1.00000,limit,,long_call,13.20000000,1.00000
TSLA,2023-09-22,267.5000,call,buy,2023-09-11T18:27:38.920443Z,debit,1.00000,limit,long_call,,12.90000000,1.00000
AMZN,2023-09-15,142.0000,call,sell,2023-09-11T18:06:10.720702Z,credit,2.00000,limit,,long_call,1.79000000,2.00000
AMZN,2023-09-15,142.0000,call,sell,2023-09-11T18:00:11.742258Z,credit,4.00000,limit,,long_call,1.83000000,4.00000
AMZN,2023-09-15,142.0000,call,buy,2023-09-11T16:30:30.914033Z,debit,6.00000,limit,long_call,,1.56000000,6.00000
AMZN,2023-09-22,135.0000,call,sell,2023-09-11T15:12:37.824910Z,credit,1.00000,limit,,long_call,7.00000000,1.00000
AMZN,2023-09-22,135.0000,call,sell,2023-09-11T14:15:52.572558Z,credit,1.00000,limit,,long_call,6.35000000,1.00000
AAPL,2023-09-22,160.0000,call,sell,2023-09-11T14:15:31.437108Z,credit,1.00000,limit,,long_call,18.25000000,1.00000
AMZN,2023-09-22,135.0000,call,buy,2023-09-11T14:04:07.151518Z,debit,2.00000,limit,long_call,,6.70000000,2.00000
AAPL,2023-09-22,160.0000,call,sell,2023-09-11T14:00:57.387200Z,credit,1.00000,limit,,long_call,18.60000000,1.00000
INTC,2023-09-22,36.0000,call,sell,2023-09-08T13:48:16.761414Z,credit,5.00000,limit,,long_call,2.70000000,5.00000
AAPL,2023-09-22,160.0000,call,buy,2023-09-08T13:46:31.875113Z,debit,2.00000,limit,long_call,,20.65000000,2.00000
INTC,2023-09-22,36.0000,call,buy,2023-09-07T19:35:19.202221Z,debit,5.00000,limit,long_call,,2.58000000,5.00000
AMZN,2023-09-08,136.0000,call,buy,2023-09-06T15:23:12.117168Z,debit,13.00000,limit,custom,,0.15000000,13.00000
AMZN,2023-09-08,135.0000,call,sell,2023-09-06T15:23:12.117168Z,debit,13.00000,limit,custom,,0.15000000,13.00000
AMZN,2023-09-08,134.0000,call,buy,2023-09-06T15:23:12.117168Z,debit,13.00000,limit,custom,,0.15000000,13.00000
NVDA,2023-09-15,490.0000,put,sell,2023-09-06T15:21:38.969383Z,credit,1.00000,limit,,long_put,24.20000000,1.00000
NVDA,2023-09-15,490.0000,put,buy,2023-09-06T15:12:43.848200Z,debit,1.00000,limit,long_put,,25.50000000,1.00000
NVDA,2023-09-08,450.0000,call,sell,2023-08-29T14:51:40.163305Z,credit,1.00000,limit,,long_call,37.70000000,1.00000
NVDA,2023-09-01,487.5000,call,sell,2023-08-29T14:46:48.144124Z,credit,1.00000,limit,,long_call,6.80000000,1.00000
NVDA,2023-09-01,485.0000,call,buy,2023-08-29T14:09:24.129735Z,debit,1.00000,limit,,short_call,6.00000000,1.00000
NVDA,2023-09-01,487.5000,call,sell,2023-08-29T14:08:37.561050Z,credit,2.00000,limit,,long_call,4.75000000,2.00000
NVDA,2023-09-01,485.0000,call,buy,2023-08-29T14:05:55.013332Z,debit,2.00000,limit,,short_call,6.10000000,2.00000
NVDA,2023-09-08,450.0000,call,sell,2023-08-29T13:42:36.620577Z,credit,1.00000,limit,,long_call,25.90000000,1.00000
NVDA,2023-09-08,450.0000,call,buy,2023-08-28T17:21:15.494174Z,debit,2.00000,limit,long_call,,25.45000000,2.00000
NVDA,2023-09-01,470.0000,put,sell,2023-08-28T16:10:31.522323Z,credit,1.00000,limit,,long_put,16.55000000,1.00000
NVDA,2023-09-08,477.5000,put,sell,2023-08-28T13:41:06.097020Z,credit,1.00000,limit,,long_put,26.30000000,1.00000
NVDA,2023-09-01,485.0000,call,sell,2023-08-28T13:38:59.341243Z,credit,3.00000,limit,short_call,,2.47000000,3.00000
NVDA,2023-09-01,485.0000,call,sell,2023-08-28T13:37:44.181117Z,credit,3.00000,limit,,long_call,2.90000000,3.00000
AAPL,2023-09-08,165.0000,call,sell,2023-08-28T13:36:55.466236Z,credit,1.00000,limit,,long_call,15.05000000,1.00000
NVDA,2023-09-01,485.0000,call,buy,2023-08-28T13:35:29.872863Z,debit,3.00000,limit,long_call,,3.80000000,3.00000
NVDA,2023-09-01,470.0000,put,buy,2023-08-28T13:33:43.546989Z,debit,1.00000,limit,long_put,,15.20000000,1.00000
NVDA,2023-09-01,497.5000,call,buy,2023-08-28T13:32:11.963652Z,debit,3.00000,limit,,short_call,1.85000000,3.00000
NVDA,2023-09-08,477.5000,put,buy,2023-08-28T12:00:44.892922Z,debit,1.00000,limit,long_put,,22.50000000,1.00000
NVDA,2023-09-01,497.5000,call,sell,2023-08-24T17:23:40.043440Z,credit,3.00000,limit,short_call,,8.65000000,3.00000
NVDA,2023-09-01,487.5000,call,buy,2023-08-24T13:12:23.609238Z,debit,3.00000,limit,long_call,,20.55000000,3.00000
AAPL,2023-09-08,165.0000,call,buy,2023-08-23T18:19:31.476241Z,debit,1.00000,limit,long_call,,16.60000000,1.00000
NVDA,2023-09-01,450.0000,call,sell,2023-08-23T18:17:26.682549Z,credit,1.00000,limit,,long_call,37.25000000,1.00000
NVDA,2023-09-01,450.0000,call,sell,2023-08-23T16:26:25.781727Z,credit,1.00000,limit,,long_call,36.00000000,1.00000
NVDA,2023-09-01,450.0000,call,buy,2023-08-23T16:07:25.411508Z,debit,2.00000,limit,long_call,,36.40000000,2.00000
NVDA,2023-08-25,420.0000,put,sell,2023-08-22T14:39:01.971401Z,credit,7.00000,limit,,long_put,9.00000000,7.00000
NVDA,2023-08-25,430.0000,put,buy,2023-08-22T14:32:32.284816Z,debit,7.00000,limit,,short_put,13.00000000,7.00000
NVDA,2023-08-25,462.5000,call,sell,2023-08-22T13:47:01.867867Z,credit,2.00000,limit,,long_call,31.90000000,2.00000
NVDA,2023-08-25,462.5000,call,buy,2023-08-22T13:41:46.604495Z,debit,2.00000,limit,long_call,,31.00000000,2.00000
NVDA,2023-08-25,420.0000,put,buy,2023-08-22T13:37:31.321604Z,credit,3.00000,limit,short_put_spread,,2.55000000,3.00000
NVDA,2023-08-25,430.0000,put,sell,2023-08-22T13:37:31.321604Z,credit,3.00000,limit,short_put_spread,,2.55000000,3.00000
