tradeDate,tradeTime,tradeType,tradeSize,symbol,tradeCond,tradePrice,rawtradeId,tradeCnt,tradeAboveBelow,tradePivot,priceDist,pricePct,tradeStrong,tradeLeg,timestamp,tradeRecTimestamp,tradeDateTime,tradeDay,tradeBar,userId,accountId,tradeRAW,tradeRawId,tradeSize1,tradePrFilled,tradeDur,tradeStopMke,tradeLimitExit,optionStrategy,daySRs,wkSRs,moSRs,tradeSpec,tradeSig,tradeGapPct,tradeStatus,tradeAux1,tradeAux2,tradeHash
2024-02-06,1030,BUY,10,VXX,atLimit,14.27,1827,8,above,S1,0.15,1.0509%,0,15|15|10|10,2024-02-07T054548,tstampRec_2024-02-06T15_15_03,2024-02-06T103000,tue,15min,Creator,12345354911,raw15,0,100,0,day,8.562,35.675,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1029,BUY,10,NVDA,atLimit,676.11,1839,4,below,S1,-2.42,-0.3574%,1,810|775|570|540,2024-02-07T054548,tstampRec_2024-02-06T15_31_31,2024-02-06T102900,tue,1min,Creator,12345354911,raw27,0,100,0,day,405.666,1690.28,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1028,BUY,10,META,atLimit,455,1829,6,below,S1,-0.22,-0.0476%,1,545|520|385|360,2024-02-07T054548,tstampRec_2024-02-06T15_27_02,2024-02-06T102800,tue,1min,Creator,12345354911,raw17,0,100,0,day,273,1137.5,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1022,SELL,10,META,atLimit,456.26,1828,7,below,R1,-11.49,-2.5188%,0,545|520|385|365,2024-02-07T054548,tstampRec_2024-02-06T15_21_08,2024-02-06T102200,tue,1min,Creator,12345354911,raw16,0,100,0,day,273.756,1140.65,IronCondor1.15,nil_,nil_,nil_,nil,SELL,0
2024-02-06,1021,SELL,10,NVDA,atLimit,680.31,1838,6,below,R1,-21.13,-3.1059%,0,815|780|575|540,2024-02-07T054548,tstampRec_2024-02-06T15_31_31,2024-02-06T102100,tue,1min,Creator,12345354911,raw26,0,100,0,day,408.186,1700.78,IronCondor1.15,nil_,nil_,nil_,nil,SELL,0
2024-02-06,1015,BUY,10,AAPL,atLimit,188.16,1819,8,above,S1,2.23,1.1870%,0,225|215|155|150,2024-02-07T054548,tstampRec_2024-02-06T15_00_02,2024-02-06T101500,tue,15min,Creator,12345354911,raw7,0,100,0,day,112.896,470.4,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1015,BUY,10,HRTG,atLimit,5.8,1820,7,above,S1,0.1,1.7806%,0,5|5|0|0,2024-02-07T054548,tstampRec_2024-02-06T15_02_04,2024-02-06T101500,tue,15min,Creator,12345354911,raw8,0,100,0,day,3.48,14.5,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1015,BUY,10,META,atLimit,455.61,1826,4,above,S1,0.39,0.0863%,0,545|520|385|360,2024-02-07T054548,tstampRec_2024-02-06T15_14_02,2024-02-06T101500,tue,1min,Creator,12345354911,raw14,0,100,0,day,273.366,1139.03,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1009,BUY,10,META,atLimit,455.99,1825,23,above,S1,0.78,0.1711%,0,545|520|385|360,2024-02-07T054548,tstampRec_2024-02-06T15_08_21,2024-02-06T100900,tue,1min,Creator,12345354911,raw13,0,100,0,day,273.594,1139.97,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1009,BUY,10,NVDA,atLimit,677.53,1837,12,below,S1,-1,-0.1471%,1,810|775|575|540,2024-02-07T054548,tstampRec_2024-02-06T15_31_31,2024-02-06T100900,tue,1min,Creator,12345354911,raw25,0,100,0,day,406.518,1693.82,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1000,BUY,10,GS,atLimit,385.19,1817,4,above,S1,4.32,1.1206%,0,460|440|325|305,2024-02-07T054548,tstampRec_2024-02-06T14_45_02,2024-02-06T100000,tue,15min,Creator,12345354911,raw5,0,100,0,day,231.114,962.975,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
2024-02-06,1000,BUY,10,SPY,atLimit,493.85,1818,4,above,S1,3.37,0.6824%,0,590|565|415|395,2024-02-07T054548,tstampRec_2024-02-06T14_45_02,2024-02-06T100000,tue,15min,Creator,12345354911,raw6,0,100,0,day,296.31,1234.62,IronCondor1.15,nil_,nil_,nil_,nil,BUY,0
