tradeDate,tradeTime,tradeType,tradeSize,symbol,tradeCond,tradePrice,rawtradeId,tradeCnt,tradeAboveBelow,tradePivot,priceDist,pricePct,tradeStrong,tradeLeg,timestamp,tradeRecTimestamp,tradeDateTime,tradeDay,tradeBar,userId,accountId,tradeRAW,tradeRawId,tradeSize1,tradePrFilled,tradeDur,tradeStopMke,tradeLimitExit,optionStrategy,daySRs,wkSRs,moSRs,tradeSpec,tradeSig,tradeGapPct,tradeStatus,tradeAux1,tradeAux2,tradeHash
2024-02-16,1600,BUY,10,AMZN,atLimit,169.82,2375,4,above,S1,1.91,1.1267%,0,200|195|140|135,2024-02-17T003134,2024-02-16T204505,2024-02-16T160000,fri,15min,Creator,12345354911,raw63,0,100,0,gfd,101.892,424.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|174.75|173.12|171.48|169.54|170.57|167.90|165.96|164.32|,wkR2R1P_172.39_S1S2=|179.74|177.14|169.79|165.04|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1600,BUY,10,ADBE,atLimit,552.63,2376,10,below,S1,-31.74,-5.7440%,1,660|635|465|440,2024-02-17T003134,2024-02-16T204505,2024-02-16T160000,fri,15min,Creator,12345354911,raw64,0,100,0,gfd,331.578,1381.57,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|624.87|613.40|601.92|595.85|607.56|584.37|578.30|566.82|,wkR2R1P_622.20_S1S2=|652.12|639.72|609.80|592.28|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1600,BUY,10,ETSY,atLimit,76.81,2377,7,above,S1,0.04,0.0564%,0,90|85|65|60,2024-02-17T003134,2024-02-16T204505,2024-02-16T160000,fri,15min,Creator,12345354911,raw65,0,100,0,gfd,46.086,192.025,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|79.72|79.07|78.41|77.42|76.28|76.76|75.77|75.11|,wkR2R1P_76.50_S1S2=|82.64|80.35|74.21|70.36|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1547,BUY,10,INTC,atLimit,43.58,2332,5,below,S1,-0.05,-0.1071%,1,50|50|35|30,2024-02-17T003134,2024-02-16T204050,2024-02-16T154700,fri,13min,Creator,12345354911,raw20,0,100,0,gfd,26.148,108.95,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|46.52|45.70|44.88|44.45|43.76|43.63|43.20|42.38|,wkR2R1P_43.25_S1S2=|43.86|43.58|42.97|42.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1547,buyToOpen_CALL_,0,INTC,atLimit,43.58,2332,40,STRIKE,S1,-0.05,-0.1071%,1,50|50|35|30,2024-02-17T003134,2024-02-16T204050,2024-02-16T154700,fri,13min,Creator,12345354911,raw20,0,100,0,gfd,26.148,108.95,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|46.52|45.70|44.88|44.45|43.76|43.63|43.20|42.38|,wkR2R1P_43.25_S1S2=|43.86|43.58|42.97|42.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1545,BUY,10,ROKU,atLimit,72.09,2355,6,below,S1,-19.91,-27.6136%,1,85|80|60|55,2024-02-17T003134,2024-02-16T204050,2024-02-16T154500,fri,15min,Creator,12345354911,raw43,0,100,0,gfd,43.254,180.225,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|99.27|97.68|96.10|93.58|93.14|92.00|89.48|87.90|,wkR2R1P_93.70_S1S2=|105.49|100.64|88.85|81.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1545,buyToOpen_CALL_,4,ROKU,atLimit,72.09,2355,70,STRIKE,S1,-19.91,-27.6136%,1,85|80|60|55,2024-02-17T003134,2024-02-16T204050,2024-02-16T154500,fri,15min,Creator,12345354911,raw43,0,100,0,gfd,43.254,180.225,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|99.27|97.68|96.10|93.58|93.14|92.00|89.48|87.90|,wkR2R1P_93.70_S1S2=|105.49|100.64|88.85|81.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1515,SELL,10,AAPL,atLimit,183.06,2336,4,below,R1,-2.11,-1.1550%,0,215|210|155|145,2024-02-17T003134,2024-02-16T204050,2024-02-16T151500,fri,15min,Creator,12345354911,raw24,0,100,0,gfd,109.836,457.65,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|187.63|186.40|185.18|183.26|185.49|182.04|180.12|178.90|,wkR2R1P_188.57_S1S2=|193.78|191.31|186.10|183.36|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1515,SELL,10,META,atLimit,476.25,2359,6,below,R1,-14.82,-3.1111%,0,570|545|400|380,2024-02-17T003134,2024-02-16T204050,2024-02-16T151500,fri,15min,Creator,12345354911,raw47,0,100,0,gfd,285.75,1190.62,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|505.02|498.04|491.07|481.64|467.91|474.67|465.24|458.27|,wkR2R1P_465.21_S1S2=|484.78|476.39|456.82|445.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1515,SELL,10,TSLA,atLimit,200.76,2364,5,below,R1,-3.86,-1.9238%,0,240|230|170|160,2024-02-17T003134,2024-02-16T204050,2024-02-16T151500,fri,15min,Creator,12345354911,raw52,0,100,0,gfd,120.456,501.9,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|212.90|208.76|204.63|196.74|187.15|192.61|184.72|180.59|,wkR2R1P_187.57_S1S2=|206.68|200.12|181.01|168.46|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,SELL,10,AMD,atLimit,175.83,2317,4,below,R1,-3.92,-2.2275%,0,210|200|145|140,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw5,0,100,0,gfd,105.498,439.575,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|185.74|182.74|179.75|177.50|173.27|174.51|172.26|169.27|,wkR2R1P_172.66_S1S2=|187.17|179.82|165.31|158.15|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,SELL,10,SPY,atLimit,502.5,2321,4,below,R1,-0.68,-0.1358%,0,600|575|425|400,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw9,0,100,0,gfd,301.5,1256.25,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|505.60|504.39|503.18|500.99|497.50|499.78|497.59|496.38|,wkR2R1P_497.69_S1S2=|509.11|505.14|493.72|486.27|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,SELL,10,QQQ,atLimit,433.88,2327,4,below,R1,-2.01,-0.4643%,0,520|495|365|345,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw15,0,100,0,gfd,260.328,1084.7,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|438.63|437.26|435.90|433.61|432.22|432.25|429.96|428.60|,wkR2R1P_433.31_S1S2=|446.16|441.62|428.77|420.46|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,SELL,10,NFLX,atLimit,589.79,2347,5,below,R1,-8.44,-1.4310%,0,705|675|500|470,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw35,0,100,0,gfd,353.874,1474.47,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|607.22|602.73|598.23|589.28|563.43|584.78|575.83|571.33|,wkR2R1P_563.80_S1S2=|585.18|573.23|551.85|542.42|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,SELL,10,NVDA,atLimit,738.22,2351,4,above,R1,2.01,0.2723%,1,885|845|625|590,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw39,0,100,0,gfd,442.932,1845.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|755.50|745.86|736.21|730.11|726.03|720.46|714.36|704.71|,wkR2R1P_702.05_S1S2=|760.90|741.11|682.26|643.20|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,buyToOpen_PUT_,1,NVDA,atLimit,738.22,2351,740,STRIKE,R1,2.01,0.2723%,1,885|845|625|590,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw39,0,100,0,gfd,442.932,1845.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|755.50|745.86|736.21|730.11|726.03|720.46|714.36|704.71|,wkR2R1P_702.05_S1S2=|760.90|741.11|682.26|643.20|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1500,SELL,10,AMZN,atLimit,170.17,2368,5,below,R1,-1.32,-0.7738%,0,200|195|140|135,2024-02-17T003134,2024-02-16T204050,2024-02-16T150000,fri,15min,Creator,12345354911,raw56,0,100,0,gfd,102.102,425.425,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|174.75|173.12|171.48|169.54|170.57|167.90|165.96|164.32|,wkR2R1P_172.39_S1S2=|179.74|177.14|169.79|165.04|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1445,BUY,10,SMCI,atLimit,833.42,2374,6,below,S1,-112.21,-13.4643%,1,1000|955|705|665,2024-02-17T003134,2024-02-16T204050,2024-02-16T144500,fri,15min,Creator,12345354911,raw62,0,100,0,gfd,500.052,2083.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|1094.99|1064.63|1034.27|975.99|805.87|945.63|887.35|856.99|,wkR2R1P_691.20_S1S2=|848.42|794.46|637.24|533.98|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1442,SELL,10,INTC,atLimit,43.76,2331,4,below,R1,-1.12,-2.5594%,0,50|50|35|35,2024-02-17T003134,2024-02-16T204050,2024-02-16T144200,fri,13min,Creator,12345354911,raw19,0,100,0,gfd,26.256,109.4,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|46.52|45.70|44.88|44.45|43.76|43.63|43.20|42.38|,wkR2R1P_43.25_S1S2=|43.86|43.58|42.97|42.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1415,BUY,10,GS,atLimit,385.77,2324,7,above,S1,5.09,1.3186%,0,460|440|325|305,2024-02-17T003134,2024-02-16T204050,2024-02-16T141500,fri,15min,Creator,12345354911,raw12,0,100,0,gfd,231.462,964.425,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|395.28|392.02|388.75|383.95|383.54|380.68|375.88|372.61|,wkR2R1P_384.39_S1S2=|391.50|387.79|380.68|377.28|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1415,BUY,10,AAPL,atLimit,182.78,2335,9,above,S1,0.75,0.4085%,0,215|210|155|145,2024-02-17T003134,2024-02-16T204050,2024-02-16T141500,fri,15min,Creator,12345354911,raw23,0,100,0,gfd,109.668,456.95,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|187.63|186.40|185.18|183.26|185.49|182.04|180.12|178.90|,wkR2R1P_188.57_S1S2=|193.78|191.31|186.10|183.36|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1415,SELL,10,ETSY,atLimit,77.26,2342,6,below,R1,-1.15,-1.4928%,0,90|85|65|60,2024-02-17T003134,2024-02-16T204050,2024-02-16T141500,fri,15min,Creator,12345354911,raw30,0,100,0,gfd,46.356,193.15,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|79.72|79.07|78.41|77.42|76.28|76.76|75.77|75.11|,wkR2R1P_76.50_S1S2=|82.64|80.35|74.21|70.36|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1415,SELL,10,ROKU,atLimit,72.91,2354,5,below,R1,-23.18,-31.7957%,0,85|80|60|55,2024-02-17T003134,2024-02-16T204050,2024-02-16T141500,fri,15min,Creator,12345354911,raw42,0,100,0,gfd,43.746,182.275,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|99.27|97.68|96.10|93.58|93.14|92.00|89.48|87.90|,wkR2R1P_93.70_S1S2=|105.49|100.64|88.85|81.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1415,BUY,10,AAL,atLimit,14.74,2371,7,below,S1,-0.04,-0.2488%,1,15|15|10|10,2024-02-17T003134,2024-02-16T204050,2024-02-16T141500,fri,15min,Creator,12345354911,raw59,0,100,0,gfd,8.844,36.85,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|15.46|15.27|15.09|14.96|14.81|14.78|14.65|14.47|,wkR2R1P_14.73_S1S2=|15.80|15.34|14.27|13.66|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1415,BUY,10,SHOP,atLimit,81.57,2382,4,above,S1,0.51,0.6253%,0,95|90|65|65,2024-02-17T003134,2024-02-16T205546,2024-02-16T141500,fri,15min,Creator,12345354911,raw70,0,100,0,gfd,48.942,203.925,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|88.50|87.00|85.51|82.55|82.91|81.06|78.10|76.61|,wkR2R1P_87.31_S1S2=|98.98|94.86|83.19|75.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1400,BUY,10,AMD,atLimit,175.25,2316,4,above,S1,0.74,0.4242%,0,210|200|145|140,2024-02-17T003134,2024-02-16T204050,2024-02-16T140000,fri,15min,Creator,12345354911,raw4,0,100,0,gfd,105.15,438.125,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|185.74|182.74|179.75|177.50|173.27|174.51|172.26|169.27|,wkR2R1P_172.66_S1S2=|187.17|179.82|165.31|158.15|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1400,BUY,10,SPY,atLimit,501.9,2320,6,above,S1,2.12,0.4217%,0,600|575|425|400,2024-02-17T003134,2024-02-16T204050,2024-02-16T140000,fri,15min,Creator,12345354911,raw8,0,100,0,gfd,301.14,1254.75,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|505.60|504.39|503.18|500.99|497.50|499.78|497.59|496.38|,wkR2R1P_497.69_S1S2=|509.11|505.14|493.72|486.27|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1400,BUY,10,QQQ,atLimit,433.05,2326,4,above,S1,0.8,0.1855%,0,515|495|365|345,2024-02-17T003134,2024-02-16T204050,2024-02-16T140000,fri,15min,Creator,12345354911,raw14,0,100,0,gfd,259.83,1082.62,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|438.63|437.26|435.90|433.61|432.22|432.25|429.96|428.60|,wkR2R1P_433.31_S1S2=|446.16|441.62|428.77|420.46|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1400,BUY,10,NVDA,atLimit,735.11,2350,6,above,S1,14.65,1.9929%,0,880|845|620|585,2024-02-17T003134,2024-02-16T204050,2024-02-16T140000,fri,15min,Creator,12345354911,raw38,0,100,0,gfd,441.066,1837.78,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|755.50|745.86|736.21|730.11|726.03|720.46|714.36|704.71|,wkR2R1P_702.05_S1S2=|760.90|741.11|682.26|643.20|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1400,BUY,10,TSLA,atLimit,199.46,2363,6,above,S1,6.86,3.4376%,0,235|225|165|155,2024-02-17T003134,2024-02-16T204050,2024-02-16T140000,fri,15min,Creator,12345354911,raw51,0,100,0,gfd,119.676,498.65,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|212.90|208.76|204.63|196.74|187.15|192.61|184.72|180.59|,wkR2R1P_187.57_S1S2=|206.68|200.12|181.01|168.46|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1400,SELL,10,NVDA,atLimit,738.63,2379,7,above,R1,2.42,0.3278%,1,885|845|625|590,2024-02-17T003134,2024-02-16T205019,2024-02-16T140000,fri,30min,Creator,12345354911,raw67,0,100,0,gfd,443.178,1846.57,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|755.50|745.86|736.21|730.11|726.03|720.46|714.36|704.71|,wkR2R1P_702.05_S1S2=|760.90|741.11|682.26|643.20|,moR3R2R1PS1S2S3=|662.86|646.91|630.96|618.98|603.03|591.05|575.10|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1400,buyToOpen_PUT_,1,NVDA,atLimit,738.63,2379,740,STRIKE,R1,2.42,0.3278%,1,885|845|625|590,2024-02-17T003134,2024-02-16T205019,2024-02-16T140000,fri,30min,Creator,12345354911,raw67,0,100,0,gfd,443.178,1846.57,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|755.50|745.86|736.21|730.11|726.03|720.46|714.36|704.71|,wkR2R1P_702.05_S1S2=|760.90|741.11|682.26|643.20|,moR3R2R1PS1S2S3=|662.86|646.91|630.96|618.98|603.03|591.05|575.10|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1345,BUY,10,META,atLimit,472.81,2358,6,below,S1,-1.86,-0.3927%,1,565|540|400|375,2024-02-17T003134,2024-02-16T204050,2024-02-16T134500,fri,15min,Creator,12345354911,raw46,0,100,0,gfd,283.686,1182.03,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|505.02|498.04|491.07|481.64|467.91|474.67|465.24|458.27|,wkR2R1P_465.21_S1S2=|484.78|476.39|456.82|445.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1345,BUY,10,AMZN,atLimit,169.8,2367,5,above,S1,1.9,1.1170%,0,200|195|140|135,2024-02-17T003134,2024-02-16T204050,2024-02-16T134500,fri,15min,Creator,12345354911,raw55,0,100,0,gfd,101.88,424.5,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|174.75|173.12|171.48|169.54|170.57|167.90|165.96|164.32|,wkR2R1P_172.39_S1S2=|179.74|177.14|169.79|165.04|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1330,SELL,10,NFLX,atLimit,588.54,2346,9,below,R1,-9.69,-1.6470%,0,705|675|500|470,2024-02-17T003134,2024-02-16T204050,2024-02-16T133000,fri,15min,Creator,12345354911,raw34,0,100,0,gfd,353.124,1471.35,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|607.22|602.73|598.23|589.28|563.43|584.78|575.83|571.33|,wkR2R1P_563.80_S1S2=|585.18|573.23|551.85|542.42|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1311,SELL,10,INTC,atLimit,43.77,2330,4,below,R1,-1.11,-2.5308%,0,50|50|35|35,2024-02-17T003134,2024-02-16T204050,2024-02-16T131100,fri,13min,Creator,12345354911,raw18,0,100,0,gfd,26.262,109.425,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|46.52|45.70|44.88|44.45|43.76|43.63|43.20|42.38|,wkR2R1P_43.25_S1S2=|43.86|43.58|42.97|42.64|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1300,BUY,10,ROKU,atLimit,72.47,2353,5,below,S1,-19.52,-26.9386%,1,85|80|60|55,2024-02-17T003134,2024-02-16T204050,2024-02-16T130000,fri,15min,Creator,12345354911,raw41,0,100,0,gfd,43.482,181.175,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|99.27|97.68|96.10|93.58|93.14|92.00|89.48|87.90|,wkR2R1P_93.70_S1S2=|105.49|100.64|88.85|81.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1300,buyToOpen_CALL_,4,ROKU,atLimit,72.47,2353,70,STRIKE,S1,-19.52,-26.9386%,1,85|80|60|55,2024-02-17T003134,2024-02-16T204050,2024-02-16T130000,fri,15min,Creator,12345354911,raw41,0,100,0,gfd,43.482,181.175,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|99.27|97.68|96.10|93.58|93.14|92.00|89.48|87.90|,wkR2R1P_93.70_S1S2=|105.49|100.64|88.85|81.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1245,BUY,10,ADBE,atLimit,561.33,2338,4,below,S1,-23.04,-4.1045%,1,670|645|475|445,2024-02-17T003134,2024-02-16T204050,2024-02-16T124500,fri,15min,Creator,12345354911,raw26,0,100,0,gfd,336.798,1403.32,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|624.87|613.40|601.92|595.85|607.56|584.37|578.30|566.82|,wkR2R1P_622.20_S1S2=|652.12|639.72|609.80|592.28|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1230,BUY,10,VXX,atLimit,14.22,2312,7,below,S1,-0.03,-0.2344%,1,15|15|10|10,2024-02-17T003134,2024-02-16T204050,2024-02-16T123000,fri,15min,Creator,12345354911,raw0,0,100,0,gfd,8.532,35.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|15.13|14.90|14.66|14.49|14.79|14.25|14.08|13.84|,wkR2R1P_14.33_S1S2=|15.75|14.90|13.48|12.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1230,buyToOpen_PUT_sellToOpen_PUT,0,VXX,atLimit,14.22,2312,5,STRIKE,10,-0.03,-0.2344%,1,15|15|10|10,2024-02-17T003134,2024-02-16T204050,2024-02-16T123000,fri,15min,Creator,12345354911,raw0,0,100,0,gfd,8.532,35.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|15.13|14.90|14.66|14.49|14.79|14.25|14.08|13.84|,wkR2R1P_14.33_S1S2=|15.75|14.90|13.48|12.91|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,BUY,0,1,2,3,nilHash
2024-02-16,1230,SELL,10,SPY,atLimit,502.04,2319,6,below,R1,-1.14,-0.2271%,0,600|575|425|400,2024-02-17T003134,2024-02-16T204050,2024-02-16T123000,fri,15min,Creator,12345354911,raw7,0,100,0,gfd,301.224,1255.1,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|505.60|504.39|503.18|500.99|497.50|499.78|497.59|496.38|,wkR2R1P_497.69_S1S2=|509.11|505.14|493.72|486.27|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
2024-02-16,1230,SELL,10,GS,atLimit,387.02,2323,8,below,R1,-1.73,-0.4476%,0,460|445|325|305,2024-02-17T003134,2024-02-16T204050,2024-02-16T123000,fri,15min,Creator,12345354911,raw11,0,100,0,gfd,232.212,967.55,IronCondor1.15,R3R2R1_P_P3_S1S2S3=|395.28|392.02|388.75|383.95|383.54|380.68|375.88|372.61|,wkR2R1P_384.39_S1S2=|391.50|387.79|380.68|377.28|,moR3R2R1PS1S2S3=|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|,nil,SELL,0,1,2,3,nilHash
