2023-12-06,1500,intraday,buy,100,TSLA,atLimit,242.16,buysigcnt,7,
2023-12-07,1045,intraday,buy,100,TSLA,atLimit,238.65,buysigcnt,7,
2023-01-19,1600,01/19/2023,intraday,sell,100,V,atLimit,222.75,sellsigcnt,14,0,
2023-02-06,1600,02/06/2023,intraday,sell,100,V,atLimit,230.34,sellsigcnt,6,0,
2023-02-28,1600,02/28/2023,intraday,buy,100,V,atLimit,220.07,buysigcnt,7,
2023-04-10,1600,04/10/2023,intraday,sell,100,V,atLimit,227.78,sellsigcnt,6,0,
2023-04-20,1600,04/20/2023,intraday,sell,100,V,atLimit,233.26,sellsigcnt,6,0,
2023-06-27,1600,06/27/2023,intraday,sell,100,V,atLimit,227.73,sellsigcnt,6,0,
2023-07-19,1600,07/19/2023,intraday,sell,100,V,atLimit,243.66,sellsigcnt,6,0,
2023-08-01,1600,08/01/2023,intraday,buy,100,V,atLimit,235.00,buysigcnt,9,
2023-09-06,1600,09/06/2023,intraday,sell,100,V,atLimit,247.05,sellsigcnt,10,0,
2023-09-29,1600,09/29/2023,intraday,buy,100,V,atLimit,231.23,buysigcnt,6,
2023-10-19,1600,10/19/2023,intraday,sell,100,V,atLimit,239.18,sellsigcnt,10,0,
2023-11-09,1600,11/09/2023,intraday,sell,100,V,atLimit,243.92,sellsigcnt,6,0,
2023-11-29,1600,11/29/2023,intraday,sell,100,V,atLimit,253.90,sellsigcnt,11,0,
2014-06-20,1600,06/20/2014,intraday,sell,100,V,atLimit,53.15,sellsigcnt,6,0,
2015-01-16,1600,01/16/2015,intraday,sell,100,V,atLimit,65.88,sellsigcnt,11,0,
2015-05-01,1600,05/01/2015,intraday,buy,100,V,atLimit,65.48,buysigcnt,6,
2015-12-18,1600,12/18/2015,intraday,sell,100,V,atLimit,79.72,sellsigcnt,9,0,
2016-05-06,1600,05/06/2016,intraday,sell,100,V,atLimit,78.86,sellsigcnt,6,0,
2016-10-21,1600,10/21/2016,intraday,sell,100,V,atLimit,82.74,sellsigcnt,13,0,
2017-04-07,1600,04/07/2017,intraday,sell,100,V,atLimit,89.67,sellsigcnt,12,0,
2017-06-23,1600,06/23/2017,intraday,sell,100,V,atLimit,94.89,sellsigcnt,8,0,
2017-10-06,1600,10/06/2017,intraday,sell,100,V,atLimit,105.02,sellsigcnt,11,0,
2017-11-24,1600,11/24/2017,intraday,sell,100,V,atLimit,110.52,sellsigcnt,6,0,
2018-02-16,1600,02/16/2018,intraday,sell,100,V,atLimit,123.32,sellsigcnt,8,0,
2018-07-06,1600,07/06/2018,intraday,sell,100,V,atLimit,134.75,sellsigcnt,11,0,
2018-10-12,1600,10/12/2018,intraday,sell,100,V,atLimit,148.17,sellsigcnt,8,0,
2019-05-17,1600,05/17/2019,intraday,sell,100,V,atLimit,161.44,sellsigcnt,18,0,
2019-08-09,1600,08/09/2019,intraday,sell,100,V,atLimit,180.38,sellsigcnt,11,0,
2020-02-14,1600,02/14/2020,intraday,sell,100,V,atLimit,203.15,sellsigcnt,17,0,
2020-04-17,1600,04/17/2020,intraday,buy,100,V,atLimit,154.18,buysigcnt,6,
2020-06-19,1600,06/19/2020,intraday,sell,100,V,atLimit,194.21,sellsigcnt,9,0,
2021-03-26,1600,03/26/2021,intraday,sell,100,V,atLimit,216.27,sellsigcnt,6,0,
2021-08-13,1600,08/13/2021,intraday,sell,100,V,atLimit,246.53,sellsigcnt,9,0,
2021-10-01,1600,10/01/2021,intraday,buy,100,V,atLimit,225.44,buysigcnt,7,
2021-12-17,1600,12/17/2021,intraday,buy,100,V,atLimit,199.84,buysigcnt,6,
2022-06-03,1600,06/03/2022,intraday,buy,100,V,atLimit,200.62,buysigcnt,6,
2022-09-02,1600,09/02/2022,intraday,sell,100,V,atLimit,212.70,sellsigcnt,8,0,
2022-10-28,1600,10/28/2022,intraday,buy,100,V,atLimit,181.39,buysigcnt,8,
2022-12-16,1600,12/16/2022,intraday,sell,100,V,atLimit,211.66,sellsigcnt,7,0,
2023-02-24,1600,02/24/2023,intraday,sell,100,V,atLimit,229.26,sellsigcnt,6,0,
2023-05-12,1600,05/12/2023,intraday,sell,100,V,atLimit,232.04,sellsigcnt,6,0,
2023-08-04,1600,08/04/2023,intraday,sell,100,V,atLimit,239.68,sellsigcnt,6,0,
2009-03-31,1600,03/31/2009,intraday,buy,100,V,atLimit,12.87,buysigcnt,7,
2010-06-30,1600,06/30/2010,intraday,sell,100,V,atLimit,22.25,sellsigcnt,15,0,
2013-09-30,1600,09/30/2013,intraday,sell,100,V,atLimit,44.84,sellsigcnt,30,0,
2014-05-30,1600,05/30/2014,intraday,sell,100,V,atLimit,55.31,sellsigcnt,7,0,
2015-09-30,1600,09/30/2015,intraday,sell,100,V,atLimit,69.69,sellsigcnt,13,0,
2018-11-30,1600,11/30/2018,intraday,sell,100,V,atLimit,142.88,sellsigcnt,21,0,
2019-11-29,1600,11/29/2019,intraday,sell,100,V,atLimit,177.34,sellsigcnt,8,0,
2021-10-29,1600,10/29/2021,intraday,sell,100,V,atLimit,237.48,sellsigcnt,7,0,
2023-06-30,1600,06/30/2023,intraday,sell,100,V,atLimit,225.08,sellsigcnt,6,0,
2023-11-29,1430,11/29/2023,intraday,sell,100,V,atLimit,255.87,sellsigcnt,9,15,
2023-11-30,1015,11/30/2023,intraday,buy,100,V,atLimit,254.24,buysigcnt,9,
2023-11-30,1200,11/30/2023,intraday,sell,100,V,atLimit,255.29,sellsigcnt,7,15,
2023-11-30,1430,11/30/2023,intraday,buy,100,V,atLimit,254.44,buysigcnt,10,
2023-12-01,1330,12/01/2023,intraday,sell,100,V,atLimit,256.71,sellsigcnt,9,15,
2023-12-04,945,12/04/2023,intraday,sell,100,V,atLimit,256.57,sellsigcnt,7,15,
2023-12-04,1345,12/04/2023,intraday,sell,100,V,atLimit,255.38,sellsigcnt,6,15,
2023-12-05,1045,12/05/2023,intraday,buy,100,V,atLimit,253.05,buysigcnt,7,
2023-12-06,1030,12/06/2023,intraday,sell,100,V,atLimit,255.36,sellsigcnt,15,15,
2023-12-06,1415,12/06/2023,intraday,buy,100,V,atLimit,254.60,buysigcnt,6,
2023-12-08,945,12/08/2023,intraday,sell,100,V,atLimit,255.91,sellsigcnt,7,15,
2023-12-11,1200,12/11/2023,intraday,sell,100,V,atLimit,257.21,sellsigcnt,16,15,
2023-12-11,1445,12/11/2023,intraday,sell,100,V,atLimit,257.32,sellsigcnt,6,15,
2023-12-12,1000,12/12/2023,intraday,buy,100,V,atLimit,256.91,buysigcnt,7,
2023-12-12,1315,12/12/2023,intraday,sell,100,V,atLimit,258.81,sellsigcnt,11,15,
2023-11-29,1430,intraday,sell,100,V,atLimit,255.87,sellsigcnt,9,15min,
2023-11-30,1015,intraday,buy,100,V,atLimit,254.24,buysigcnt,9,15min,
2023-11-30,1200,intraday,sell,100,V,atLimit,255.29,sellsigcnt,7,15min,
2023-11-30,1430,intraday,buy,100,V,atLimit,254.44,buysigcnt,10,15min,
2023-12-01,1330,intraday,sell,100,V,atLimit,256.71,sellsigcnt,9,15min,
2023-12-04,945,intraday,sell,100,V,atLimit,256.57,sellsigcnt,7,15min,
2023-12-04,1345,intraday,sell,100,V,atLimit,255.38,sellsigcnt,6,15min,
2023-12-05,1045,intraday,buy,100,V,atLimit,253.05,buysigcnt,7,15min,
2023-12-06,1030,intraday,sell,100,V,atLimit,255.36,sellsigcnt,15,15min,
2023-12-06,1415,intraday,buy,100,V,atLimit,254.60,buysigcnt,6,15min,
2023-12-08,945,intraday,sell,100,V,atLimit,255.91,sellsigcnt,7,15min,
2023-12-11,1200,intraday,sell,100,V,atLimit,257.21,sellsigcnt,16,15min,
2023-12-11,1445,intraday,sell,100,V,atLimit,257.32,sellsigcnt,6,15min,
2023-12-12,1000,intraday,buy,100,V,atLimit,256.91,buysigcnt,7,15min,
2023-12-12,1315,intraday,sell,100,V,atLimit,258.81,sellsigcnt,11,15min,
